stat,range
145,1120.4977535860617
146,1121.5347246837964
147,1122.5660813740456
148,1123.5918912608074
149,1124.612220689813
150,1125.6271347801187
151,1126.6366974547045
152,1127.6409714701124
153,1128.640018445164
154,1129.6338988887906
155,1130.6226722270048
156,1131.606396829054
157,1132.5851300327772
158,1133.5589281691994
159,1134.5278465863878
160,1135.4919396726004
161,1136.4512608787472
162,1137.4058627401926
163,1138.3557968979221
164,1139.3011141190902
165,1140.2418643169806
166,1141.1780965703886
167,1142.1098591424545
168,1143.0371994989616
169,1143.9601643261171
170,1144.878799547838
171,1145.7931503425514
172,1146.7032611595348
173,1147.6091757347992
174,1148.5109371065457
175,1149.4085876301945
176,1150.3021689930097
177,1151.191722228332
178,1152.0772877294276
179,1152.9589052629697
180,1153.836613982164
181,1154.7104524395268
182,1155.5804585993308
183,1156.446669849724
184,1157.3091230145378
185,1158.1678543647893
186,1159.0228996298874
187,1159.8742940085574
188,1160.722072179485
189,1161.5662683116925
190,1162.4069160746571
191,1163.2440486481732
192,1164.0776987319734
193,1164.9078985551087
194,1165.7346798851001
195,1166.5580740368669
196,1167.3781118814354
197,1168.1948238544405
198,1169.0082399644198
199,1169.8183898009083
200,1170.6253025423446
201,1171.429006963785
202,1172.229531444437
203,1173.0269039750171
204,1173.8211521649353
205,1174.6123032493124
206,1175.4003840958355
207,1176.185421211457
208,1176.9674407489351
209,1177.7464685132325
210,1178.5225299677627
211,1179.2956502404998
212,1180.0658541299485
213,1180.8331661109823
214,1181.597610340549
215,1182.3592106632525
216,1183.11799061681
217,1183.8739734373883
218,1184.627182064825
219,1185.3776391477363
220,1186.125367048512
221,1186.8703878482036
222,1187.612723351309
223,1188.3523950904523
224,1189.0894243309658
225,1189.8238320753742
226,1190.5556390677843
227,1191.2848657981813
228,1192.0115325066386
229,1192.7356591874345
230,1193.457265593089
231,1194.1763712383147
232,1194.892995403885
233,1195.6071571404257
234,1196.318875272129
235,1197.0281684003903
236,1197.7350549073728
237,1198.439552959501
238,1199.141680510882
239,1199.8414553066611
240,1200.538894886308
241,1201.2340165868409
242,1201.9268375459842
243,1202.6173747052658
244,1203.305644813055
245,1203.991664427537
246,1204.6754499196345
247,1205.3570174758702
248,1206.0363831011748
249,1206.7135626216416
250,1207.3885716872278
251,1208.061425774404
252,1208.7321401887561
253,1209.4007300675353
254,1210.0672103821603
255,1210.7315959406765
256,1211.3939013901627
257,1212.0541412190992
258,1212.7123297596902
259,1213.3684811901414
260,1214.0226095368976
261,1214.6747286768402
262,1215.3248523394427
263,1215.972994108888
264,1216.6191674261488
265,1217.2633855910262
266,1217.9056617641575
267,1218.546008968984
268,1219.1844400936855
269,1219.8209678930796
270,1220.455604990487
271,1221.0883638795676
272,1221.7192569261174
273,1222.3482963698418
274,1222.9754943260923
275,1223.6008627875754
276,1224.2244136260324
277,1224.8461585938883
278,1225.4661093258742
279,1226.0842773406218
280,1226.7006740422282
281,1227.3153107217988
282,1227.9281985589598
283,1228.5393486233465
284,1229.1487718760675
285,1229.756479171144
286,1230.3624812569246
287,1230.9667887774758
288,1231.5694122739515
289,1232.1703621859385
290,1232.7696488527804
291,1233.3672825148783
292,1233.9632733149733
293,1234.5576312994042
294,1235.150366419349
295,1235.741488532042
296,1236.3310074019744
297,1236.9189327020752
298,1237.5052740148708
299,1238.09004083363
300,1238.6732425634864
301,1239.2548885225472
302,1239.8349879429802
303,1240.413549972089
304,1240.9905836733649
305,1241.5660980275284
306,1242.1401019335494
307,1242.7126042096559
308,1243.2836135943242
309,1243.8531387472533
310,1244.4211882503282
311,1244.9877706085636
312,1245.5528942510355
313,1246.1165675318007
314,1246.678798730797
315,1247.239596054734
316,1247.798967637971
317,1248.356921543376
318,1248.91346576318
319,1249.4686082198107
320,1250.02235676672
321,1250.5747191891937
322,1251.125703205155
323,1251.6753164659503
324,1252.223566557128
325,1252.7704609992027
326,1253.3160072484106
327,1253.8602126974524
328,1254.403084676226
329,1254.9446304525468
330,1255.484857232862
331,1256.0237721629483
332,1256.5613823286064
333,1257.0976947563393
334,1257.6327164140248
335,1258.1664542115777
336,1258.698915001602
337,1259.2301055800324
338,1259.760032686771
339,1260.2887030063107
340,1260.816123168352
341,1261.3422997484108
342,1261.8672392684168
343,1262.3909481973062
344,1262.9134329516016
345,1263.4346998959893
346,1263.9547553438845
347,1264.4736055579906
348,1264.9912567508493
349,1265.5077150853863
350,1266.0229866754453
351,1266.5370775863184
352,1267.0499938352677
353,1267.561741392039
354,1268.07232617937
355,1268.581754073492
356,1269.0900309046224
357,1269.5971624574543
358,1270.1031544716354
359,1270.6080126422444
360,1271.111742620258
361,1271.6143500130138
362,1272.1158403846664
363,1272.6162192566371
364,1273.1154921080574
365,1273.6136643762095
366,1274.1107414569556
367,1274.6067287051676
368,1275.101631435148
369,1275.595454921044
370,1276.0882043972604
371,1276.5798850588637
372,1277.0705020619826
373,1277.5600605242023
374,1278.0485655249554
375,1278.5360221059057
376,1279.0224352713294
377,1279.5078099884893
378,1279.9921511880061
379,1280.4754637642236
380,1280.9577525755699
381,1281.4390224449153
382,1281.9192781599222
383,1282.3985244733954
384,1282.8767661036238
385,1283.35400773472
386,1283.8302540169566
387,1284.305509567095
388,1284.7797789687138
389,1285.2530667725314
390,1285.7253774967235
391,1286.1967156272399
392,1286.6670856181142
393,1287.1364918917718
394,1287.604938839334
395,1288.0724308209162
396,1288.5389721659255
397,1289.0045671733535
398,1289.469220112065
399,1289.9329352210839
400,1290.3957167098756
401,1290.8575687586253
402,1291.3184955185156
403,1291.7785011119959
404,1292.2375896330539
405,1292.6957651474809
406,1293.1530316931346
407,1293.6093932801987
408,1294.0648538914395
409,1294.5194174824603
410,1294.9730879819515
411,1295.4258692919382
412,1295.8777652880265
413,1296.3287798196438
414,1296.7789167102799
415,1297.2281797577218
416,1297.6765727342893
417,1298.1240993870647
418,1298.570763438122
419,1299.0165685847535
420,1299.4615184996915
421,1299.9056168313305
422,1300.348867203945
423,1300.7912732179054
424,1301.232838449891
425,1301.6735664531022
426,1302.1134607574677
427,1302.552524869851
428,1302.9907622742558
429,1303.4281764320262
430,1303.864770782047
431,1304.3005487409403
432,1304.7355137032612
433,1305.1696690416904
434,1305.6030181072254
435,1306.0355642293687
436,1306.467310716314
437,1306.8982608551325
438,1307.3284179119537
439,1307.7577851321473
440,1308.1863657405006
441,1308.614162941396
442,1309.0411799189856
443,1309.4674198373643
444,1309.89288584074
445,1310.3175810536045
446,1310.7415085808987
447,1311.1646715081795
448,1311.5870729017838
449,1312.0087158089896
450,1312.4296032581772
451,1312.8497382589876
452,1313.2691238024797
453,1313.6877628612845
454,1314.1056583897598
455,1314.5228133241433
456,1314.9392305827002
457,1315.3549130658748
458,1315.7698636564362
459,1316.1840852196249
460,1316.5975806032973
461,1317.0103526380672
462,1317.4224041374484
463,1317.8337378979948
464,1318.2443566994368
465,1318.6542633048207
466,1319.0634604606425
467,1319.4719508969833
468,1319.8797373276418
469,1320.2868224502647
470,1320.6932089464785
471,1321.098899482017
472,1321.5038967068501
473,1321.9082032553083
474,1322.3118217462093
475,1322.7147547829804
476,1323.1170049537823
477,1323.5185748316287
478,1323.9194669745073
479,1324.3196839254986
480,1324.719228212893
481,1325.118102350308
482,1325.5163088368026
483,1325.913850156993
484,1326.3107287811629
485,1326.7069471653779
486,1327.1025077515949
487,1327.497412967774
488,1327.8916652279836
489,1328.2852669325102
490,1328.6782204679655
491,1329.0705282073902
492,1329.4621925103593
493,1329.8532157230861
494,1330.2436001785234
495,1330.6333481964662
496,1331.0224620836502
497,1331.4109441338549
498,1331.7987966279977
499,1332.1860218342354
500,1332.572622008059
501,1332.9585993923886
502,1333.3439562176702
503,1333.7286947019693
504,1334.1128170510622
505,1334.49632545853
506,1334.8792221058497
507,1335.2615091624832
508,1335.643188785969
509,1336.024263122009
510,1336.4047343045577
511,1336.7846044559087
512,1337.1638756867812
513,1337.5425500964052
514,1337.9206297726064
515,1338.29811679189
516,1338.6750132195239
517,1339.0513211096209
518,1339.427042505221
519,1339.8021794383699
520,1340.1767339302023
521,1340.5507079910199
522,1340.9241036203682
523,1341.2969228071172
524,1341.6691675295374
525,1342.0408397553754
526,1342.4119414419317
527,1342.782474536134
528,1343.1524409746128
529,1343.521842683774
530,1343.8906815798723
531,1344.2589595690854
532,1344.6266785475837
533,1344.993840401601
534,1345.3604470075072
535,1345.7265002318766
536,1346.0920019315574
537,1346.456953953741
538,1346.8213581360287
539,1347.1852163065003
540,1347.5485302837803
541,1347.9113018771043
542,1348.2735328863846
543,1348.6352251022756
544,1348.9963803062371
545,1349.3570002706003
546,1349.7170867586287
547,1350.0766415245828
548,1350.4356663137808
549,1350.7941628626631
550,1351.1521328988495
551,1351.5095781412026
552,1351.8665002998875
553,1352.2229010764308
554,1352.57878216378
555,1352.934145246362
556,1353.2889920001417
557,1353.6433240926783
558,1353.9971431831837
559,1354.3504509225781
560,1354.703248953547
561,1355.0555389105962
562,1355.407322420107
563,1355.758601100391
564,1356.1093765617447
565,1356.459650406502
566,1356.8094242290895
567,1357.1586996160777
568,1357.507478146233
569,1357.8557613905725
570,1358.203550912412
571,1358.5508482674197
572,1358.8976550036655
573,1359.2439726616717
574,1359.5898027744622
575,1359.9351468676136
576,1360.2800064593025
577,1360.6243830603548
578,1360.9682781742936
579,1361.3116932973874
580,1361.654629918697
581,1361.9970895201232
582,1362.339073576453
583,1362.6805835554053
584,1363.0216209176779
585,1363.3621871169921
586,1363.7022836001383
587,1364.0419118070208
588,1364.3810731707013
589,1364.7197691174442
590,1365.0580010667595
591,1365.395770431446
592,1365.7330786176346
593,1366.0699270248313
594,1366.4063170459585
595,1366.7422500673983
596,1367.0777274690313
597,1367.4127506242821
598,1367.7473209001566
599,1368.0814396572841
600,1368.415108249958
601,1368.7483280261745
602,1369.0811003276733
603,1369.4134264899765
604,1369.745307842427
605,1370.0767457082293
606,1370.4077414044855
607,1370.7382962422344
608,1371.0684115264892
609,1371.398088556276
610,1371.7273286246684
611,1372.0561330188282
612,1372.3845030200375
613,1372.71243990374
614,1373.0399449395725
615,1373.3670193914038
616,1373.6936645173687
617,1374.0198815699039
618,1374.3456717957822
619,1374.6710364361481
620,1374.9959767265514
621,1375.3204938969823
622,1375.644589171904
623,1375.9682637702874
624,1376.291518905644
625,1376.6143557860596
626,1376.9367756142253
627,1377.2587795874729
628,1377.5803688978053
629,1377.9015447319287
630,1378.2223082712858
631,1378.5426606920855
632,1378.8626031653364
633,1379.1821368568758
634,1379.5012629274024
635,1379.8199825325057
636,1380.1382968226978
637,1380.456206943442
638,1380.7737140351842
639,1381.0908192333818
640,1381.4075236685333
641,1381.7238284662083
642,1382.0397347470764
643,1382.355243626935
644,1382.6703562167393
645,1382.9850736226308
646,1383.299396945964
647,1383.6133272833365
648,1383.9268657266148
649,1384.240013362964
650,1384.5527712748737
651,1384.8651405401856
652,1385.177122232121
653,1385.4887174193068
654,1385.7999271658025
655,1386.1107525311277
656,1386.4211945702862
657,1386.731254333794
658,1387.0409328677042
659,1387.3502312136327
660,1387.659150408784
661,1387.967691485976
662,1388.275855473666
663,1388.583643395975
664,1388.8910562727121
665,1389.1980951194003
666,1389.5047609472995
667,1389.8110547634317
668,1390.1169775706044
669,1390.4225303674355
670,1390.7277141483758
671,1391.0325299037331
672,1391.3369786196959
673,1391.641061278356
674,1391.9447788577313
675,1392.2481323317904
676,1392.5511226704732
677,1392.8537508397146
678,1393.1560178014663
679,1393.4579245137206
680,1393.7594719305298
681,1394.0606610020302
682,1394.3614926744638
683,1394.6619678901989
684,1394.9620875877517
685,1395.2618527018092
686,1395.561264163248
687,1395.860322899157
688,1396.1590298328574
689,1396.4573858839249
690,1396.7553919682084
691,1397.0530489978503
692,1397.3503578813097
693,1397.6473195233796
694,1397.9439348252079
695,1398.2402046843172
696,1398.536129994625
697,1398.8317116464634
698,1399.1269505265975
699,1399.4218475182452
700,1399.7164035010978
701,1400.0106193513366
702,1400.304495941654
703,1400.5980341412715
704,1400.8912348159577
705,1401.1840988280485
706,1401.476627036464
707,1401.7688202967274
708,1402.0606794609835
709,1402.3522053780166
710,1402.6433988932683
711,1402.9342608488544
712,1403.224792083585
713,1403.51499343298
714,1403.8048657292873
715,1404.0944098014995
716,1404.3836264753734
717,1404.6725165734435
718,1404.9610809150422
719,1405.2493203163149
720,1405.5372355902377
721,1405.8248275466335
722,1406.112096992189
723,1406.3990447304707
724,1406.6856715619413
725,1406.9719782839768
726,1407.257965690881
727,1407.5436345739033
728,1407.8289857212533
729,1408.1140199181173
730,1408.3987379466737
731,1408.6831405861083
732,1408.9672286126308
733,1409.25100279949
734,1409.5344639169878
735,1409.8176127324948
736,1410.1004500104682
737,1410.3829765124613
738,1410.665192997145
739,1410.9471002203168
740,1411.2286989349186
741,1411.5099898910507
742,1411.7909738359872
743,1412.071651514188
744,1412.3520236673155
745,1412.6320910342479
746,1412.9118543510936
747,1413.1913143512045
748,1413.4704717651914
749,1413.7493273209368
750,1414.0278817436088
751,1414.3061357556749
752,1414.5840900769163
753,1414.8617454244397
754,1415.1391025126936
755,1415.4161620534785
756,1415.6929247559617
757,1415.9693913266917
758,1416.2455624696086
759,1416.5214388860597
760,1416.79702127481
761,1417.0723103320574
762,1417.3473067514442
763,1417.6220112240703
764,1417.896424438505
765,1418.1705470808004
766,1418.444379834504
767,1418.7179233806696
768,1418.9911783978723
769,1419.264145562218
770,1419.5368255473566
771,1419.8092190244947
772,1420.0813266624066
773,1420.3531491274475
774,1420.624687083564
775,1420.895941192306
776,1421.1669121128398
777,1421.4376005019583
778,1421.708007014093
779,1421.978132301326
780,1422.2479770134007
781,1422.5175417977334
782,1422.7868272994249
783,1423.055834161271
784,1423.3245630237748
785,1423.5930145251568
786,1423.861189301366
787,1424.129087986091
788,1424.3967112107719
789,1424.6640596046088
790,1424.9311337945749
791,1425.1979344054257
792,1425.4644620597103
793,1425.7307173777817
794,1425.9967009778077
795,1426.2624134757805
796,1426.5278554855277
797,1426.7930276187224
798,1427.057930484894
799,1427.3225646914373
800,1427.5869308436238
801,1427.8510295446101
802,1428.1148613954501
803,1428.3784269951034
804,1428.6417269404456
805,1428.9047618262773
806,1429.1675322453366
807,1429.4300387883045
808,1429.692282043819
809,1429.9542625984814
810,1430.215981036867
811,1430.4774379415358
812,1430.738633893039
813,1430.9995694699317
814,1431.2602452487795
815,1431.5206618041693
816,1431.7808197087186
817,1432.0407195330831
818,1432.3003618459675
819,1432.5597472141335
820,1432.81887620241
821,1433.0777493736998
822,1433.336367288991
823,1433.594730507364
824,1433.8528395860014
825,1434.1106950801961
826,1434.3682975433603
827,1434.6256475270338
828,1434.8827455808932
829,1435.1395922527597
830,1435.3961880886081
831,1435.6525336325747
832,1435.9086294269664
833,1436.1644760122683
834,1436.4200739271523
835,1436.6754237084865
836,1436.9305258913405
837,1437.1853810089965
838,1437.4399895929557
839,1437.6943521729472
840,1437.9484692769358
841,1438.2023414311288
842,1438.4559691599864
843,1438.7093529862268
844,1438.9624934308363
845,1439.2153910130755
846,1439.4680462504884
847,1439.7204596589083
848,1439.9726317524674
849,1440.2245630436028
850,1440.4762540430654
851,1440.7277052599266
852,1440.9789172015855
853,1441.2298903737774
854,1441.4806252805806
855,1441.7311224244231
856,1441.9813823060913
857,1442.2314054247365
858,1442.481192277881
859,1442.7307433614285
860,1442.9800591696674
861,1443.2291401952805
862,1443.4779869293513
863,1443.7265998613707
864,1443.9749794792447
865,1444.223126269301
866,1444.4710407162954
867,1444.7187233034197
868,1444.9661745123074
869,1445.2133948230419
870,1445.4603847141618
871,1445.7071446626683
872,1445.9536751440326
873,1446.199976632201
874,1446.446049599603
875,1446.6918945171565
876,1446.9375118542762
877,1447.1829020788778
878,1447.4280656573862
879,1447.6730030547421
880,1447.9177147344062
881,1448.1622011583684
882,1448.406462787152
883,1448.6505000798209
884,1448.8943134939864
885,1449.1379034858126
886,1449.3812705100217
887,1449.624415019903
888,1449.867337467316
889,1450.1100383026987
890,1450.3525179750718
891,1450.5947769320464
892,1450.8368156198292
893,1451.0786344832286
894,1451.3202339656598
895,1451.5616145091526
896,1451.8027765543557
897,1452.0437205405433
898,1452.2844469056195
899,1452.524956086127
900,1452.7652485172498
901,1453.0053246328205
902,1453.2451848653257
903,1453.484829645911
904,1453.7242594043887
905,1453.9634745692401
906,1454.2024755676246
907,1454.4412628253822
908,1454.6798367670417
909,1454.9181978158233
910,1455.1563463936463
911,1455.3942829211342
912,1455.6320078176193
913,1455.8695215011485
914,1456.1068243884886
915,1456.3439168951315
916,1456.5807994353
917,1456.817472421952
918,1457.0539362667869
919,1457.29019138025
920,1457.5262381715384
921,1457.7620770486049
922,1457.9977084181646
923,1458.233132685699
924,1458.4683502554615
925,1458.7033615304817
926,1458.9381669125726
927,1459.1727668023318
928,1459.4071615991504
929,1459.6413517012159
930,1459.8753375055167
931,1460.109119407848
932,1460.3426978028174
933,1460.5760730838467
934,1460.8092456431802
935,1461.0422158718882
936,1461.2749841598702
937,1461.5075508958619
938,1461.739916467439
939,1461.972081261022
940,1462.20404566188
941,1462.4358100541367
942,1462.6673748207747
943,1462.8987403436392
944,1463.1299070034433
945,1463.3608751797728
946,1463.59164525109
947,1463.8222175947385
948,1464.0525925869479
949,1464.2827706028384
950,1464.512752016424
951,1464.7425372006192
952,1464.9721265272406
953,1465.2015203670137
954,1465.4307190895756
955,1465.6597230634807
956,1465.8885326562036
957,1466.1171482341438
958,1466.3455701626312
959,1466.5737988059288
960,1466.8018345272371
961,1467.0296776886992
962,1467.257328651404
963,1467.4847877753912
964,1467.7120554196545
965,1467.9391319421468
966,1468.1660176997834
967,1468.3927130484465
968,1468.619218342989
969,1468.8455339372383
970,1469.0716601840015
971,1469.2975974350682
972,1469.5233460412146
973,1469.7489063522082
974,1469.9742787168104
975,1470.1994634827824
976,1470.424460996887
977,1470.649271604894
978,1470.8738956515829
979,1471.0983334807474
980,1471.3225854352
981,1471.5466518567737
982,1471.7705330863275
983,1471.9942294637506
984,1472.2177413279633
985,1472.4410690169243
986,1472.664212867632
987,1472.887173216129
988,1473.1099503975058
989,1473.3325447459044
990,1473.554956594522
991,1473.7771862756144
992,1473.9992341204995
993,1474.2211004595613
994,1474.4427856222537
995,1474.664289937103
996,1474.885613731712
997,1475.1067573327646
998,1475.3277210660267
999,1475.5485052563529
1000,1475.769110227687
1001,1771.4826414709416
1002,1772.0422244790777
1003,1772.6016815761657
1004,1773.1610130399185
1005,1773.7202191472343
1006,1774.2793001741995
1007,1774.83825639609
1008,1775.397088087377
1009,1775.955795521727
1010,1776.5143789720091
1011,1777.0728387102927
1012,1777.6311750078564
1013,1778.189388135185
1014,1778.7474783619791
1015,1779.3054459571515
1016,1779.8632911888346
1017,1780.421014324383
1018,1780.9786156303746
1019,1781.5360953726142
1020,1782.093453816139
1021,1782.6506912252166
1022,1783.2078078633526
1023,1783.7648039932908
1024,1784.3216798770168
1025,1784.878435775761
1026,1785.4350719500026
1027,1785.9915886594697
1028,1786.5479861631443
1029,1787.1042647192646
1030,1787.660424585328
1031,1788.2164660180936
1032,1788.7723892735844
1033,1789.3281946070915
1034,1789.8838822731752
1035,1790.4394525256696
1036,1790.9949056176836
1037,1791.5502418016047
1038,1792.1054613291012
1039,1792.6605644511253
1040,1793.2155514179155
1041,1793.770422478999
1042,1794.325177883195
1043,1794.879817878617
1044,1795.4343427126748
1045,1795.988752632079
1046,1796.5430478828412
1047,1797.0972287102786
1048,1797.6512953590152
1049,1798.2052480729851
1050,1798.759087095435
1051,1799.3128126689262
1052,1799.8664250353384
1053,1800.4199244358706
1054,1800.973311111044
1055,1801.5265853007074
1056,1802.0797472440333
1057,1802.6327971795279
1058,1803.1857353450273
1059,1803.738561977704
1060,1804.2912773140677
1061,1804.843881589968
1062,1805.3963750405962
1063,1805.9487579004895
1064,1806.5010304035304
1065,1807.053192782952
1066,1807.6052452713404
1067,1808.1571881006337
1068,1808.7090215021274
1069,1809.2607457064764
1070,1809.8123609436968
1071,1810.3638674431684
1072,1810.9152654336358
1073,1811.4665551432122
1074,1812.0177367993829
1075,1812.5688106290047
1076,1813.1197768583086
1077,1813.6706357129033
1078,1814.221387417779
1079,1814.7720321973054
1080,1815.322570275238
1081,1815.8730018747162
1082,1816.4233272182705
1083,1816.9735465278204
1084,1817.523660024679
1085,1818.073667929554
1086,1818.6235704625503
1087,1819.1733678431726
1088,1819.7230602903269
1089,1820.2726480223228
1090,1820.8221312568755
1091,1821.3715102111087
1092,1821.9207851015558
1093,1822.469956144162
1094,1823.0190235542875
1095,1823.5679875467085
1096,1824.1168483356187
1097,1824.665606134634
1098,1825.2142611567913
1099,1825.7628136145524
1100,1826.311263719807
1101,1826.8596116838714
1102,1827.407857717494
1103,1827.9560020308556
1104,1828.504044833572
1105,1829.051986334694
1106,1829.5998267427126
1107,1830.1475662655598
1108,1830.6952051106089
1109,1831.2427434846786
1110,1831.7901815940345
1111,1832.3375196443894
1112,1832.8847578409075
1113,1833.4318963882047
1114,1833.9789354903517
1115,1834.5258753508758
1116,1835.0727161727605
1117,1835.6194581584512
1118,1836.166101509854
1119,1836.7126464283394
1120,1837.2590931147427
1121,1837.8054417693677
1122,1838.3516925919864
1123,1838.8978457818432
1124,1839.4439015376538
1125,1839.9898600576098
1126,1840.53572153938
1127,1841.0814861801098
1128,1841.6271541764263
1129,1842.1727257244386
1130,1842.718201019739
1131,1843.263580257405
1132,1843.8088636320033
1133,1844.354051337588
1134,1844.8991435677049
1135,1845.4441405153918
1136,1845.989042373182
1137,1846.5338493331035
1138,1847.0785615866835
1139,1847.6231793249478
1140,1848.1677027384244
1141,1848.7121320171436
1142,1849.2564673506406
1143,1849.8007089279572
1144,1850.344856937643
1145,1850.8889115677573
1146,1851.4328730058708
1147,1851.9767414390676
1148,1852.5205170539468
1149,1853.064200036623
1150,1853.60779057273
1151,1854.1512888474201
1152,1854.6946950453673
1153,1855.2380093507693
1154,1855.781231947347
1155,1856.324363018349
1156,1856.8674027465497
1157,1857.4103513142543
1158,1857.9532089032991
1159,1858.4959756950516
1160,1859.0386518704142
1161,1859.5812376098256
1162,1860.1237330932606
1163,1860.6661385002333
1164,1861.2084540097976
1165,1861.7506798005502
1166,1862.2928160506297
1167,1862.834862937722
1168,1863.3768206390564
1169,1863.9186893314134
1170,1864.4604691911202
1171,1865.0021603940563
1172,1865.5437631156535
1173,1866.085277530898
1174,1866.6267038143308
1175,1867.1680421400495
1176,1867.709292681711
1177,1868.2504556125318
1178,1868.7915311052893
1179,1869.3325193323242
1180,1869.873420465541
1181,1870.41423467641
1182,1870.9549621359693
1183,1871.495603014824
1184,1872.0361574831506
1185,1872.5766257106966
1186,1873.1170078667815
1187,1873.6573041203003
1188,1874.1975146397222
1189,1874.7376395930949
1190,1875.2776791480433
1191,1875.8176334717723
1192,1876.3575027310687
1193,1876.8972870923005
1194,1877.4369867214211
1195,1877.9766017839681
1196,1878.5161324450662
1197,1879.0555788694269
1198,1879.5949412213529
1199,1880.1342196647363
1200,1880.6734143630613
1201,1881.2125254794053
1202,1881.7515531764416
1203,1882.2904976164373
1204,1882.8293589612585
1205,1883.3681373723696
1206,1883.9068330108337
1207,1884.4454460373163
1208,1884.9839766120847
1209,1885.5224248950103
1210,1886.0607910455697
1211,1886.599075222845
1212,1887.1372775855264
1213,1887.6753982919129
1214,1888.213437499914
1215,1888.75139536705
1216,1889.289272050454
1217,1889.8270677068724
1218,1890.3647824926675
1219,1890.9024165638177
1220,1891.4399700759186
1221,1891.977443184185
1222,1892.5148360434516
1223,1893.0521488081743
1224,1893.589381632431
1225,1894.1265346699238
1226,1894.6636080739795
1227,1895.200601997551
1228,1895.7375165932178
1229,1896.2743520131887
1230,1896.811108409302
1231,1897.3477859330255
1232,1897.8843847354613
1233,1898.420904967342
1234,1898.9573467790362
1235,1899.493710320547
1236,1900.0299957415161
1237,1900.5662031912195
1238,1901.1023328185745
1239,1901.6383847721386
1240,1902.1743592001085
1241,1902.7102562503258
1242,1903.2460760702731
1243,1903.781818807079
1244,1904.3174846075176
1245,1904.8530736180098
1246,1905.3885859846234
1247,1905.9240218530765
1248,1906.4593813687368
1249,1906.9946646766225
1250,1907.5298719214052
1251,1908.0650032474093
1252,1908.600058798614
1253,1909.1350387186537
1254,1909.6699431508196
1255,1910.2047722380605
1256,1910.7395261229835
1257,1911.2742049478572
1258,1911.8088088546087
1259,1912.3433379848286
1260,1912.8777924797698
1261,1913.4121724803504
1262,1913.946478127152
1263,1914.4807095604233
1264,1915.01486692008
1265,1915.5489503457054
1266,1916.082959976553
1267,1916.6168959515455
1268,1917.1507584092774
1269,1917.684547488016
1270,1918.2182633257003
1271,1918.7519060599457
1272,1919.2854758280412
1273,1919.8189727669524
